PROCEDURE_CODE,DESCRIPTION,PAYER_NAME,LINE_OF_BUSINESS,ORG_NAME_ORG,CHARGE_PER_UNIT,PAID_AMT_PER_UNIT,ALLOWED_AMT_PER_UNIT
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT HENRY HOSPITAL,22929.02,11720.42,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT HENRY HOSPITAL,23641.67,20575.33,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT HOSPITAL,22176.07,11901.53,13310.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT HOSPITAL,24008.76,10896.13,10132.21
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT HOSPITAL,22429.94,10445.92,22351.01
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT HOSPITAL,23112.73,18395.8,19926.36
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT HOSPITAL,24218,20255.51,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT HOSPITAL,20842.09,11436.5,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT HOSPITAL,23394.1,11840.84,12343.92
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,HAMILTON MEDICAL CENTER,16495,11702.96,11702.96
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,HABERSHAM MEDICAL CENTER,3150,998.17,1246.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,HABERSHAM MEDICAL CENTER,3753.39,9217.57,9507.94
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,HABERSHAM MEDICAL CENTER,3406.17,9398,9765.68
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,EASTSIDE MEDICAL CENTER,22295.56,12036.31,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,EASTSIDE MEDICAL CENTER,12793.77,11927.47,9820.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,EASTSIDE MEDICAL CENTER,15153.96,11838.93,11868.04
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,BONE AND JOINT INSTITUTE OF SOUTH GEORGIA P.C.,5619,2725.06,2725.06
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,EMORY DECATUR HOSPITAL,9685,10941.11,12156.79
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,GEORGIA BONE & JOINT LLC,3245.22,1153.33,1499.73
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,GEORGIA BONE & JOINT LLC,2950.2,630.61,786.38
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,RESURGENS ORTHOPAEDICS,6526.5,788.14,808.14
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PIEDMONT HOSPITAL,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PIEDMONT HOSPITAL,27676,19256.78,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT HOSPITAL,19837.07,10318.71,19837.07
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PIEDMONT HENRY HOSPITAL,14487.88,14059,14435
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PIEDMONT HENRY HOSPITAL,22356,18231.99,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Medicaid,PIEDMONT HENRY HOSPITAL,24218,12179.82,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PIEDMONT HENRY HOSPITAL,18452.67,10638.17,10638.17
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Commercial,PIEDMONT HENRY HOSPITAL,10378,9927,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT HENRY HOSPITAL,19892.83,10318.71,17644.6
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,HABERSHAM MEDICAL CENTER,6223.25,1089.9,1362.37
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,ROME ORTHOPAEDIC CENTER PC,3755.33,739.59,741.85
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,ROME ORTHOPAEDIC CENTER PC,5383,1152.45,1355.82
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,ROME ORTHOPAEDIC CENTER PC,5383,671.13,677.91
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,ATHENS ORTHOPEDIC CLINIC PA,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,ATHENS ORTHOPEDIC CLINIC PA,6412,1342.26,1355.82
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,ST. JOSEPH'S HOSPITAL,11734.81,6419.5,6620.7
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PIEDMONT MOUNTAINSIDE HOSPITAL,22489,13985,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,SPECIALTY ORTHOPAEDICS PC,4721.25,1157.96,1157.96
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,SPECIALTY ORTHOPAEDICS PC,6295,1619.57,1619.57
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,SPECIALTY ORTHOPAEDICS PC,6295,940.04,940.04
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,SPECIALTY ORTHOPAEDICS PC,6295,861.21,1077.13
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,DEKALB GPO LLC,35000,2689.26,2988.07
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,DEKALB GPO LLC,25000,3045.26,3045.26
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,DEKALB GPO LLC,30000,1458.29,1458.29
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,OPTIM MEDICAL CENTER - TATTNALL,5894,704.28,711.39
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,ORTHOPAEDIC SOUTH SURGICAL CENTER,41054,2114.44,2809.08
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PIEDMONT ORTHOPEDICS LLC,4933,677.91,677.91
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PIEDMONT ORTHOPEDICS LLC,4285.54,2778.83,2833.33
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PIEDMONT ORTHOPEDICS LLC,2959.8,1972.24,1972.24
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,PIEDMONT ORTHOPEDICS LLC,2959.8,570.95,712.75
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT ORTHOPEDICS LLC,2565.16,559.14,688.36
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,HOUSTON ORTHOPAEDIC SURGERY & SPORTS MEDICINE,7192.67,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,ATLANTA KNEE AND SPORTS MEDICINE,40000,2406.87,3079.46
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,ATLANTA KNEE AND SPORTS MEDICINE,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,LAWRENCEVILLE SURGERY CENTER,41053,,26684.45
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Commercial,ADVANCED JOINT SURGERY SPECIALISTS LLC,4936,3663.78,4310.33
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,ADVANCED JOINT SURGERY SPECIALISTS LLC,2797.35,950.9,958.01
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,ADVENTHEALTH GORDON,,1421.6,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,EMORY SAINT JOSEPH'S HOSPITAL OF ATLANTA,7007,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PIEDMONT FAYETTE HOSPITAL,27676,11802.71,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4000,1492.07,1672.44
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,3771.43,667.95,854.71
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PIEDMONT FAYETTE HOSPITAL,29405,17482.06,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Medicaid,PIEDMONT FAYETTE HOSPITAL,22489,11802.71,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT FAYETTE HOSPITAL,24218,10318.71,22489
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,REGENERATIVE ORTHOPAEDICS AND SPINE INSTITUTE PC,9628.8,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,ST. MARY'S HEALTH CARE SYSTEM,13832,11779.05,12054.05
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PIEDMONT ATHENS SPECIALTY CARE LLC,2302.07,1475.57,1475.57
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT ATHENS SPECIALTY CARE LLC,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,1891.08,1891.08
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,SURGERY CENTER OF BJI LLC,,2075,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,TANNER MEDICAL CENTER-VILLA RICA,13489,10521.42,10521.42
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,WELLSTAR KENNESTONE HOSPITAL,3559.5,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PREMIER SURGERY CENTER,29442.1,1141.24,1141.24
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PIEDMONT NEWNAN HOSPITAL,24216,18713.81,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PIEDMONT NEWNAN HOSPITAL,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PEACHTREE ORTHOPAEDIC SURG CTR AT PERIMETER LLC,35000,18008.39,18500
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PEACHTREE ORTHOPAEDIC SURG CTR AT PERIMETER LLC,35000,14499.99,15965
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PEACHTREE ORTHOPAEDIC SURG CTR AT PERIMETER LLC,35000,17850,18000
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,RESURGENS SURGERY CENTER LLC,16550,9180,9180
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,2650.67,610.96,773.17
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,NORTHWEST GA ORTHOPAEDIC SURGERY CENTER,42920.5,,27485.9
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,2209.25,1283.61,1597.09
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,3829,1473.98,1486.92
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,2651,628.57,634.92
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Anthem,Commercial,JEFF A TRAUB MD PC,19000,1680.96,1780.96
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Medicare,Medicare,JEFF A TRAUB MD PC,,,
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PEACHTREE ORTHOPAEDIC CLINIC PA,7788,1402.07,1451.23
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Aetna,Commercial,PEACHTREE ORTHOPEADIC SURGERY CENTER,35000,18500,18500
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Cigna,Commercial,PEACHTREE ORTHOPEADIC SURGERY CENTER,35000,18000,18000
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",Humana,Medicare,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,5923,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Medicaid,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,5320,1703.27,1703.27
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PIEDMONT FAYETTE HOSPITAL,10954.33,11802.71,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,PIEDMONT FAYETTE HOSPITAL,32863,18716.36,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT FAYETTE HOSPITAL,27676,10318.71,20760
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Medicaid,PIEDMONT FAYETTE HOSPITAL,32839,12224.82,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,PIEDMONT FAYETTE HOSPITAL,32863,11575.74,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,REGENERATIVE ORTHOPAEDICS AND SPINE INSTITUTE PC,9157,1816.14,1816.14
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,WELLSTAR COBB HOSPITAL,23730,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,5871,1367.45,1694.88
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,6200,1703.27,1703.27
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,6200,1447.78,1447.78
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,JEFF A TRAUB MD PC,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,JEFF A TRAUB MD PC,35000,3620.57,3620.57
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,WELLSTAR SPALDING REGIONAL HOSPITAL,10049.5,12142.85,12392.85
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,EASTSIDE ORTHOCARE LLC,5331,1024.18,1024.18
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,3685.5,1229.79,1536.47
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,3317,800.36,820.34
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,EMORY UNIVERSITY HOSPITAL MIDTOWN,22022,11693.76,12038.76
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,4280.83,815.33,1010.49
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,3315.5,1673.95,2171.67
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE SPECIALISTS LLC,5528,4026.84,4026.84
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,RESURGENS SURGERY CENTER LLC,38750,9500,9500
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,EMORY WESLEY WOODS GERIATRIC HOSPITAL,13676.39,11663.76,12038.76
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,RESURGENS FAYETTE SURGERY CENTER LLC,,3146.7,3902
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Commercial,WELLSTAR KENNESTONE HOSPITAL,45087,4117,4117
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT NEWNAN HOSPITAL,38038,10318.71,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,AOI SURGERY CENTER,,912.5,912.5
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,PIEDMONT ATHENS SPECIALTY CARE LLC,3585,1948.08,2362.56
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT ATHENS SPECIALTY CARE LLC,3585,790.32,987.9
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,EMORY MEDICAL CARE FOUNDATION INC,5351,1783.53,1783.53
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ADVENTHEALTH GORDON,54927,13273.62,13273.62
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,ADVENTHEALTH GORDON,,10218.96,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ADVANCED JOINT SURGERY SPECIALISTS LLC,5312,1837.04,1837.04
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,ADVANCED JOINT SURGERY SPECIALISTS LLC,4721.78,1451.89,1484.12
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Commercial,ADVANCED JOINT SURGERY SPECIALISTS LLC,5312,3457.58,3592.29
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,NORTHEAST GEORGIA PHYSICIANS GROUP INC.,2976,535.68,669.6
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,LAWRENCEVILLE SURGERY CENTER,15600,9464,10140
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,LAWRENCEVILLE SURGERY CENTER,15600,3902,3902
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,SOUTHERN SURGICAL ASSISTANTS LLC,2750,298.6,300.02
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,SOUTHERN SURGICAL ASSISTANTS LLC,2750,,266.82
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,HOUSTON ORTHOPAEDIC SURGERY & SPORTS MEDICINE,8683.56,1201.07,1203.82
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,ATLANTA KNEE AND SPORTS MEDICINE,40000,3798.92,3798.92
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ATLANTA KNEE AND SPORTS MEDICINE,45000,3499.54,3888.38
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,ATLANTA KNEE AND SPORTS MEDICINE,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,EMORY CLINIC INC.,8940,1827.77,1827.77
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Medicaid,PIEDMONT ORTHOPEDICS LLC,5975,1783.53,1783.53
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,GWINNETT BONE & JOINT SPECIALIST,40000,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,GWINNETT BONE & JOINT SPECIALIST,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,ORTHOPAEDIC SOUTH SURGICAL CENTER,41054,2668.63,2809.08
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PIEDMONT ORTHOPEDICS LLC,4406.56,1733.07,1733.07
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,PIEDMONT ORTHOPEDICS LLC,4575.57,2884.49,3098.06
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,PIEDMONT ORTHOPEDICS LLC,4182.5,1188.6,1192.18
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT ORTHOPEDICS LLC,5254.49,1169.65,1450.15
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PIEDMONT HOSPITALIST PHYSICIANS LLC,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT HOSPITALIST PHYSICIANS LLC,5975,1448.51,1783.53
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,ROME ORTHOPAEDIC CENTER PC,6652.14,1419.28,1474.8
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ROME ORTHOPAEDIC CENTER PC,3706.5,521.69,521.69
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,ROME ORTHOPAEDIC CENTER PC,4164.57,865.56,1071.21
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,WELLSTAR DOUGLAS HOSPITAL,11865,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Medicaid,ROME ORTHOPAEDIC CENTER PC,3706.5,983.03,983.03
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,ROME ORTHOPAEDIC CENTER PC,6913,1266.93,1271.16
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,WELLSTAR NORTH FULTON HOSPITAL,27407,11259.98,14074.97
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PHOEBE PUTNEY MEMORIAL HOSPITAL,96.11,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ADVENTHEALTH MEDICAL GROUP,5532,1673.27,1703.27
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PIEDMONT NEWTON HOSPITAL,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,DEKALB GPO LLC,,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,DEKALB GPO LLC,40000,3727.59,3727.59
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,DEKALB GPO LLC,40000,3798.92,3798.92
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,DEKALB GPO LLC,40000,1819.2,1819.2
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,SPECIALTY ORTHOPAEDICS PC,8509,1365.21,1703.27
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,ST. JOSEPH'S HOSPITAL,7205.25,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,ATHENS ORTHOPEDIC CLINIC PA,5312,945.47,958.52
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,PIEDMONT HOME HEALTH,28717,11444.99,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT HOSPITAL,21908.67,10318.71,16431.5
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,PIEDMONT HOSPITAL,29405,13682,13682
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Anthem,Commercial,PIEDMONT HENRY HOSPITAL,25653.84,15155.37,7687.85
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,PIEDMONT HENRY HOSPITAL,27676,,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,PIEDMONT HENRY HOSPITAL,33727.5,10318.71,
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,RESURGENS ORTHOPAEDICS,10783,2986.51,2986.51
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Cigna,Commercial,STERILITY SURGICAL ASSISTING LLC,10759.24,242.56,242.56
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Humana,Medicare,GEORGIA BONE & JOINT LLC,6161,1774.36,1792.28
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Aetna,Commercial,GEORGIA BONE & JOINT LLC,3696.6,949.14,949.14
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Medicare,Medicare,GEORGIA BONE & JOINT LLC,3696.6,798.22,983.03
